brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price,vehicle_age,mileage_per_year,is_luxury,has_accident,clean_title_binary
Land,Rover LR3 HSE,2006,153843.0,Gasoline,300.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Red,Beige,At least 1 accident or damage reported,Yes,9950.0,20,7325.857142857143,1,1,1
BMW,X7 xDrive40i,2019,35248.0,Gasoline,3.0 Liter Twin Turbo,Automatic,Arctic Gray Metallic,Black,None reported,Unknown,53998.0,7,4406.0,1,0,0
Ford,Transit Connect XLT,2015,194454.0,Gasoline,169.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,None reported,Yes,9888.0,11,16204.5,0,0,1
Lexus,LX 570 Three-Row,2021,21000.0,Gasoline,383.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,89999.0,5,3500.0,1,0,1
Porsche,911 Carrera S,2013,18494.0,Gasoline,400.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed M/T,Black,Black,Unknown,Unknown,86900.0,13,1321.0,1,1,0
Dodge,Ram 2500 Laramie Quad Cab,2006,218000.0,Gasoline,330.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,Red,Gray,None reported,Yes,12990.0,20,10380.952380952382,0,0,1
Nissan,Armada SL,2021,67800.0,Gasoline,400.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,Black,At least 1 accident or damage reported,Yes,36500.0,5,11300.0,0,1,1
Porsche,Cayman Base,2014,79000.0,Gasoline,275.0HP 2.7L Flat 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Red,Black,At least 1 accident or damage reported,Yes,42999.0,12,6076.923076923077,1,1,1
Mercedes-Benz,GLE 450 GLE 450,2022,24906.0,Hybrid,3.0 Liter Turbo,Automatic,Selenite Grey Metallic,Black,None reported,Unknown,63998.0,4,4981.2,1,0,0
Chevrolet,Monte Carlo SS,2006,66840.0,Gasoline,303.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,White,Gray,At least 1 accident or damage reported,Yes,12000.0,20,3182.8571428571427,0,1,1
BMW,M5 Base,2013,86000.0,Gasoline,560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,White,None reported,Yes,32000.0,13,6142.857142857143,1,0,1
Hyundai,Kona N Base,2023,654.0,Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic with Auto-Shift,Ultra Black,Black,None reported,Yes,34599.0,3,163.5,0,0,1
Chevrolet,Monte Carlo SS,2005,75000.0,Gasoline,240.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,12500.0,21,3409.090909090909,0,0,1
Land,Rover Range Rover Evoque Pure,2015,84000.0,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,Beige,Black,At least 1 accident or damage reported,Yes,22800.0,11,7000.0,1,1,1
Audi,S7 4.0T Premium Plus,2017,52500.0,Gasoline,450.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Gray,None reported,Yes,39999.0,9,5250.0,1,0,1
GMC,Acadia SLT-1,2011,120000.0,Gasoline,288.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Gray,None reported,Yes,7500.0,15,7500.0,0,0,1
Alfa,Romeo Stelvio Ti Sport,2020,18665.0,Gasoline,2.0L I4 16V GDI SOHC Turbo,8-Speed Automatic,Lunare White Metallic,Ice,None reported,Yes,35645.0,6,2666.4285714285716,0,0,1
Ferrari,FF Base,2016,19987.0,Gasoline,651.0HP 6.3L 12 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Brown,None reported,Yes,149900.0,10,1817.0,0,0,1
Kia,K900 5.0L,2017,36486.0,Gasoline,420.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Beige,At least 1 accident or damage reported,Yes,23950.0,9,3648.6,0,1,1
Ford,E150 XLT,2013,162100.0,E85 Flex Fuel,255.0HP 5.4L 8 Cylinder Engine Flex Fuel Capability,4-Speed A/T,Black,Gray,None reported,Yes,12500.0,13,11578.57142857143,0,0,1
Tesla,Model 3 Performance,2022,13079.0,Gasoline,455.0HP Electric Motor Electric Fuel System,A/T,Black,White,None reported,Yes,47000.0,4,2615.8,0,0,1
Toyota,4Runner SR5,2022,28377.0,Gasoline,4.0L V6 24V MPFI DOHC,5-Speed Automatic,Silver,Gray,None reported,Unknown,36999.0,4,5675.4,0,0,0
Subaru,Forester Base,2020,32744.0,Gasoline,182.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,Black,Gray,None reported,Yes,24000.0,6,4677.714285714285,0,0,1
Porsche,Panamera 2,2012,54000.0,Gasoline,300.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,White,–,At least 1 accident or damage reported,Yes,26000.0,14,3600.0,1,1,1
Toyota,Tacoma PreRunner,2008,202055.0,Gasoline,236.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Gray,At least 1 accident or damage reported,Yes,8500.0,18,10634.473684210527,0,1,1
RAM,2500 Laramie,2019,65000.0,Diesel,370.0HP 6.7L Straight 6 Cylinder Engine Diesel Fuel,6-Speed A/T,Black,Black,None reported,Yes,65000.0,7,8125.0,0,0,1
Kia,Sportage Nightfall,2022,9686.0,Gasoline,2.4L I4 16V GDI DOHC,6-Speed Automatic,Hyper Red,Black,None reported,Yes,30990.0,4,1937.2,0,0,1
Cadillac,DTS Base,2010,49620.0,Gasoline,275.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,White,Gray,None reported,Yes,10499.0,16,2918.823529411765,0,0,1
Toyota,Land Cruiser Base,1997,213000.0,Gasoline,212.0HP 4.5L Straight 6 Cylinder Engine Gasoline Fuel,4-Speed A/T,White,Beige,None reported,Yes,26500.0,29,7100.0,0,0,1
Nissan,GT-R Premium,2020,16010.0,Gasoline,565.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,114000.0,6,2287.1428571428573,0,0,1
Lexus,NX 350 F SPORT Handling,2023,820.0,Gasoline,2.4 Liter,8-SPEED AT,Black,Black,None reported,Unknown,51998.0,3,205.0,1,0,0
Audi,Q7 45 Premium Plus,2021,68000.0,Gasoline,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Black,None reported,Yes,36499.0,5,11333.333333333334,1,0,1
Lexus,LX 470 Base,1999,82000.0,Gasoline,230.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,25000.0,27,2928.5714285714284,1,0,1
GMC,Terrain SLE,2022,27352.0,Gasoline,1.5L I4 16V GDI DOHC Turbo,9-Speed Automatic,Summit White,Jet Black,None reported,Unknown,27785.0,4,5470.4,0,0,0
Ford,Escape Limited,2012,129000.0,Gasoline,171.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,White,Gray,At least 1 accident or damage reported,Yes,7000.0,14,8600.0,0,1,1
Lexus,LS 460 L,2014,106731.0,Gasoline,360.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Beige,At least 1 accident or damage reported,Yes,30000.0,12,8210.076923076924,1,1,1
Ford,Expedition Platinum,2019,34672.0,Gasoline,400.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,White,White,None reported,Yes,45500.0,7,4334.0,0,0,1
Chevrolet,Malibu LTZ,2010,55900.0,Gasoline,252.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Beige,Beige,None reported,Yes,8950.0,16,3288.235294117647,0,0,1
Audi,RS 7 4.0T quattro,2023,3158.0,Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,1-Speed Automatic,Daytona Gray Pearl Effect,Black / Express Red,None reported,Unknown,128900.0,3,789.5,1,0,0
Audi,A5 2.0T Premium Plus,2015,82000.0,Gasoline,220.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Brown,None reported,Yes,17000.0,11,6833.333333333333,1,0,1
Genesis,G70 2.0T,2023,4785.0,Gasoline,2.0L I4 16V GDI DOHC Turbo,Automatic,Vik Black,Obsidian Black,None reported,Yes,42850.0,3,1196.25,0,0,1
Chevrolet,Trailblazer LS,2021,20497.0,Gasoline,1.3L I3 12V GDI DOHC Turbo,9-Speed Automatic,Pacific Blue Metallic,Black,None reported,Unknown,22999.0,5,3416.1666666666665,0,0,0
Scion,tC Base,2013,177600.0,Gasoline,180.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Black,At least 1 accident or damage reported,Yes,7100.0,13,12685.714285714286,0,1,1
Lincoln,MKZ Hybrid Base,2014,78568.0,Hybrid,188.0HP 2.0L 4 Cylinder Engine Gas/Electric Hybrid,A/T,Blue,Beige,None reported,Yes,15500.0,12,6043.692307692308,0,0,1
Ford,Transit-350 XL,2018,95000.0,E85 Flex Fuel,275.0HP 3.7L V6 Cylinder Engine Flex Fuel Capability,A/T,White,Gray,None reported,Yes,43000.0,8,10555.555555555555,0,0,1
Porsche,911 GT2 RS,2018,4529.0,Gasoline,3.8L H6 24V GDI DOHC Twin Turbo,7-Speed Automatic with Auto-Shift,Black,Black,None reported,Yes,417500.0,8,503.22222222222223,1,0,1
Ford,Explorer Timberline,2021,25240.0,Gasoline,2.3L I4 16V GDI DOHC Turbo,10-Speed Automatic,Gray,Ebony,At least 1 accident or damage reported,Unknown,39951.0,5,4206.666666666667,0,1,0
Volvo,XC90 3.2,2011,88300.0,Gasoline,235.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Blue,Beige,At least 1 accident or damage reported,Yes,11500.0,15,5518.75,0,1,1
Chevrolet,Avalanche LTZ,2013,98000.0,E85 Flex Fuel,320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Silver,Black,At least 1 accident or damage reported,Yes,27499.0,13,7000.0,0,1,1
Audi,TT RS 2.5T,2018,20675.0,Gasoline,400.0HP 2.5L 5 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Gray,None reported,Yes,76000.0,8,2297.222222222222,1,0,1
Lincoln,Navigator L,2008,95000.0,Gasoline,300.0HP 5.4L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,10900.0,18,5000.0,0,0,1
Hyundai,Elantra GLS,2010,107000.0,Gasoline,138.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,4-Speed A/T,Blue,Blue,At least 1 accident or damage reported,Yes,6250.0,16,6294.117647058823,0,1,1
Audi,SQ5 3.0T Premium Plus,2016,60000.0,Gasoline,354.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,At least 1 accident or damage reported,Yes,24700.0,10,5454.545454545455,1,1,1
Mitsubishi,Lancer Evolution GSR,2012,33000.0,Gasoline,291.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Black,Black,None reported,Yes,34999.0,14,2200.0,0,0,1
Tesla,Model Y Performance,2023,500.0,Gasoline,455.0HP Electric Motor Electric Fuel System,1-Speed A/T,Black,White,None reported,Yes,60000.0,3,125.0,0,0,1
Mercedes-Benz,Maybach S S 600,2016,108500.0,Gasoline,523.0HP 6.0L 12 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Beige,None reported,Yes,63500.0,10,9863.636363636364,1,0,1
Nissan,GT-R Premium,2017,37800.0,Gasoline,565.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Orange,Orange,None reported,Yes,149500.0,9,3780.0,0,0,1
Mercedes-Benz,GLS 550 Base 4MATIC,2018,74422.0,Gasoline,4.7 Liter Twin Turbo,Automatic,Obsidian Black Metallic,Gray,None reported,Unknown,44798.0,8,8269.111111111111,1,0,0
Chevrolet,Blazer Premier,2019,55621.0,Gasoline,3.6L V6 24V GDI DOHC,9-Speed Automatic,Silver Ice Metallic,Jet Black,None reported,Unknown,34562.0,7,6952.625,0,0,0
Mazda,CX-9 Grand Touring,2021,46707.0,Gasoline,2.5L I4 16V GDI DOHC Turbo,6-Speed Automatic,Sonic Silver Metallic,Black,At least 1 accident or damage reported,Yes,32541.0,5,7784.5,0,1,1
Ford,Expedition Max Limited,2022,26500.0,Gasoline,440.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,65900.0,4,5300.0,0,0,1
Nissan,Titan XD SV,2020,10001.0,Gasoline,5.6L V8 32V GDI DOHC,9-Speed Automatic,Black,Black,None reported,Yes,47214.0,6,1428.7142857142858,0,0,1
Lexus,LX 570 Three-Row,2019,19050.0,Gasoline,383.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Beige,None reported,Yes,76900.0,7,2381.25,1,0,1
Chevrolet,Traverse Premier,2020,52000.0,Gasoline,310.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,35800.0,6,7428.571428571428,0,0,1
Mercedes-Benz,Sprinter High Roof,2014,65000.0,Diesel,188.0HP 3.0L V6 Cylinder Engine Diesel Fuel,7-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,54999.0,12,5000.0,1,1,1
BMW,X5 3.0i,2004,140000.0,Gasoline,225.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Beige,None reported,Yes,6730.0,22,6086.95652173913,1,0,1
Ford,Fusion SE,2018,75600.0,Gasoline,181.0HP 1.5L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,At least 1 accident or damage reported,Yes,14950.0,8,8400.0,0,1,1
Lincoln,MKZ Base,2015,117292.0,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Beige,Beige,None reported,Yes,12000.0,11,9774.333333333334,0,0,1
Ford,GT,2005,1897.0,Gasoline,5.4 Liter SC DOHC,Manual,White,–,None reported,Unknown,429998.0,21,86.22727272727273,0,0,0
Genesis,G90 5.0 Ultimate,2017,26000.0,Gasoline,420.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Beige,None reported,Yes,33600.0,9,2600.0,0,0,1
Lexus,LC 500 Base,2022,2071.0,Gasoline,5.0L V8 32V PDI DOHC,Automatic,Nightfall Mica,Caramel,None reported,Unknown,99950.0,4,414.2,1,0,0
Ford,Shelby GT500 Base,2014,15629.0,Gasoline,5.8L V8 32V MPFI DOHC Supercharged,6-Speed Manual,Black,Black,None reported,Unknown,61900.0,12,1202.2307692307693,0,0,0
Saturn,Sky Base,2008,15020.0,Gasoline,173.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Silver,Red,None reported,Yes,18500.0,18,790.5263157894736,0,0,1
Audi,RS Q8 4.0T quattro,2022,11322.0,Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,Daytona Gray Pearl Effect,Black / Express Red,None reported,Unknown,119900.0,4,2264.4,1,0,0
Toyota,Land Cruiser,2016,50361.0,Gasoline,5.7 Liter,Automatic,Silver,Black,None reported,Unknown,65998.0,10,4578.272727272727,0,0,0
Mercedes-Benz,SL-Class SL 550,2013,115000.0,Gasoline,429.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,At least 1 accident or damage reported,Yes,36000.0,13,8214.285714285714,1,1,1
Porsche,911 Carrera C2S,2005,28500.0,Gasoline,355.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,None reported,Yes,63500.0,21,1295.4545454545455,1,0,1
Mercedes-Benz,AMG GLA 45 Base 4MATIC,2018,51700.0,Gasoline,375.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,32000.0,8,5744.444444444444,1,0,1
Ford,Taurus X Limited,2008,148949.0,Gasoline,263.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,Beige,None reported,Yes,3900.0,18,7839.421052631579,0,0,1
BMW,440 Gran Coupe i,2018,39300.0,Gasoline,320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Beige,At least 1 accident or damage reported,Yes,31750.0,8,4366.666666666667,1,1,1
Honda,S2000 CR,2008,82323.0,Gasoline,237.0HP 2.2L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,28500.0,18,4332.789473684211,0,0,1
Acura,Integra w/A-Spec Tech Package,2023,3574.0,Gasoline,1.5 Liter Turbo,Variable,Apex Blue,Orchid,None reported,Unknown,34998.0,3,893.5,0,0,0
Ford,Excursion Limited,2001,109357.0,Gasoline,310.0HP 6.8L 10 Cylinder Engine Gasoline Fuel,A/T,Green,Beige,None reported,Yes,12749.0,25,4206.038461538462,0,0,1
Mercedes-Benz,SL-Class SL500 Roadster,2004,46000.0,Gasoline,302.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,White,Gray,None reported,Yes,18853.0,22,2000.0,1,0,1
Mercedes-Benz,CLS-Class CLS 550,2007,123112.0,Gasoline,382.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,At least 1 accident or damage reported,Yes,104999.0,19,6155.6,1,1,1
INFINITI,G35 Sport,2007,37100.0,Gasoline,306.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,None reported,Yes,16900.0,19,1855.0,0,0,1
Volkswagen,Golf GTI 2.0T S 4-Door,2016,89000.0,Gasoline,210.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,None reported,Yes,14500.0,10,8090.909090909091,0,0,1
Dodge,Challenger R/T Scat Pack,2022,1240.0,Gasoline,6.4L V8 16V MPFI OHV,8-Speed Automatic,Go Mango!,Black,None reported,Unknown,53900.0,4,248.0,0,0,0
Lincoln,Navigator L Reserve,2019,67073.0,Gasoline,450.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,47999.0,7,8384.125,0,1,1
Maserati,Ghibli S Q4,2015,28700.0,Gasoline,404.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Red,Unknown,Unknown,24900.0,11,2391.6666666666665,0,1,0
Tesla,Model X Base,2023,8200.0,Gasoline,670.0HP Electric Motor Electric Fuel System,A/T,Black,Black,None reported,Yes,93999.0,3,2050.0,0,0,1
Mercedes-Benz,AMG G 63 Base,2018,41000.0,Gasoline,563.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,108900.0,8,4555.555555555556,1,0,1
Ford,Expedition Limited,2018,98995.0,Gasoline,3.5 Liter GTDI,Automatic,Ingot Silver Metallic,Ebony,None reported,Unknown,34998.0,8,10999.444444444445,0,0,0
Volkswagen,Routan SE,2012,123815.0,Gasoline,283.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Gray,None reported,Yes,5000.0,14,8254.333333333334,0,0,1
Bugatti,Veyron 16.4 Grand Sport,2011,6330.0,Gasoline,8.0L W16 64V GDI DOHC Twin Turbo,7-Speed Automatic with Auto-Shift,White,White,None reported,Yes,1950995.0,15,395.625,0,0,1
Toyota,Highlander XLE,2020,61341.0,Gasoline,3.5L V6 24V PDI DOHC,8-Speed Automatic,Midnight Black Metallic,Black,At least 1 accident or damage reported,Unknown,34084.0,6,8763.0,0,1,0
Honda,Civic LX,2016,96473.0,Gasoline,2.0L I4 16V MPFI DOHC,Automatic CVT,Black,Black,None reported,Unknown,15599.0,10,8770.272727272728,0,0,0
Jeep,Wrangler Unlimited Sahara,2017,66107.0,Gasoline,3.6L V6 24V MPFI DOHC,5-Speed Automatic,Black Clearcoat,Black,None reported,Unknown,31331.0,9,6610.7,0,0,0
Land,Rover Range Rover Supercharged,2008,114287.0,Gasoline,400.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,9900.0,18,6015.105263157895,1,0,1
Acura,ILX 2.0L w/Premium Package,2015,75000.0,Gasoline,150.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,5-Speed A/T,Gold,Beige,None reported,Yes,14500.0,11,6250.0,0,0,1
BMW,M6 Base,2016,45800.0,Gasoline,560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Gold,Black,Unknown,Unknown,36800.0,10,4163.636363636364,1,1,0
Polestar,2 Launch Edition,2021,12172.0,Gasoline,Electric,1-Speed Automatic,Thunder Gray,Charcoal,None reported,Unknown,35999.0,5,2028.6666666666667,0,0,0
BMW,X6 sDrive35i,2016,70582.0,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,White,At least 1 accident or damage reported,Yes,35000.0,10,6416.545454545455,1,1,1
Porsche,Cayman S,2014,33088.0,Gasoline,325.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,Yes,49750.0,12,2545.230769230769,1,0,1
Lincoln,Corsair Grand Touring,2021,1850.0,Plug-In Hybrid,266.0HP 2.5L 4 Cylinder Engine Plug-In Electric/Gas,CVT Transmission,Silver,Beige,None reported,Yes,49000.0,5,308.3333333333333,0,0,1
Cadillac,DTS Luxury II,2008,94155.0,Gasoline,275.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,White,Beige,None reported,Yes,10500.0,18,4955.526315789473,0,0,1
Cadillac,ATS 3.6L Luxury,2016,25000.0,Gasoline,335.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Red,Beige,None reported,Yes,17999.0,10,2272.7272727272725,0,0,1
GMC,Sierra 1500 SLT,2016,99500.0,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,Yes,27995.0,10,9045.454545454546,0,0,1
INFINITI,G37 x,2009,158564.0,Gasoline,328.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,Beige,None reported,Yes,8750.0,17,8809.111111111111,0,0,1
Ford,Transit-350 XLT,2023,20000.0,Gasoline,310.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Black,None reported,Yes,78499.0,3,5000.0,0,0,1
Cadillac,XTS Luxury,2018,46711.0,Gasoline,304.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Black,At least 1 accident or damage reported,Yes,20850.0,8,5190.111111111111,0,1,1
Nissan,NV Passenger NV3500 HD SL V8,2017,46496.0,Gasoline,375.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,None reported,Yes,41000.0,9,4649.6,0,0,1
Mercedes-Benz,GLS 450 Base 4MATIC,2019,19800.0,Gasoline,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,Silver,Black,None reported,Yes,53800.0,7,2475.0,1,0,1
Toyota,Land Cruiser Base,2008,175000.0,Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Beige,At least 1 accident or damage reported,Yes,37900.0,18,9210.526315789473,0,1,1
Toyota,Land Cruiser Base,2016,61500.0,Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,63500.0,10,5590.909090909091,0,0,1
RAM,ProMaster 2500 Window Van High Roof,2016,49750.0,Gasoline,280.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Gray,None reported,Yes,65000.0,10,4522.727272727273,0,0,1
Lamborghini,Gallardo Base,2007,38800.0,Gasoline,493.0HP 5.0L 10 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Orange,Orange,None reported,Yes,100000.0,19,1940.0,0,0,1
Lincoln,MKZ Base,2011,83765.0,Gasoline,263.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,8995.0,15,5235.3125,0,0,1
Mercedes-Benz,EQS 450 4MATIC,2023,7388.0,Gasoline,355.0HP Electric Motor Electric Fuel System,1-Speed A/T,Gray,Beige,None reported,Yes,105500.0,3,1847.0,1,0,1
Lamborghini,Huracan Tecnica Coupe,2023,278.0,Gasoline,"5.2L V-10 gasoline direct injection, DOHC, variable valve contro",Automatic,Bianco Monocerus,Nero Ade,None reported,Unknown,359991.0,3,69.5,0,0,0
Alfa,Romeo Giulia Quadrifoglio,2022,1966.0,Gasoline,2.9L V6 24V GDI DOHC Twin Turbo,8-Speed Automatic,Verde,Black,None reported,Unknown,75900.0,4,393.2,0,0,0
Chevrolet,Trailblazer LT,2021,50648.0,Gasoline,1.2L I3 12V GDI DOHC Turbo,Automatic CVT,Pacific Blue Metallic,Jet Black,None reported,Unknown,23995.0,5,8441.333333333334,0,0,0
Toyota,Land Cruiser Base,1993,231500.0,–,–,A/T,White,Gray,None reported,Yes,29500.0,33,6808.823529411765,0,0,1
Lamborghini,Urus Base,2021,13692.0,Gasoline,641.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Red,None reported,Yes,257000.0,5,2282.0,0,0,1
INFINITI,G37 x,2013,60058.0,Gasoline,328.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,At least 1 accident or damage reported,Yes,15000.0,13,4289.857142857143,0,1,1
Maserati,Levante S,2017,54423.0,Gasoline,424.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,33950.0,9,5442.3,0,0,1
Toyota,Highlander Limited,2022,24001.0,Gasoline,3.5L V6 24V PDI DOHC,8-Speed Automatic,Wind Chill Pearl,Graphite,None reported,Unknown,47498.0,4,4800.2,0,0,0
Nissan,Armada SL,2022,14735.0,Gasoline,5.6 Liter,Automatic,White,Black,None reported,Unknown,50998.0,4,2947.0,0,0,0
Audi,Q5 Premium,2023,2425.0,Hybrid,2.0 Liter TFSI,Automatic,Mythos Black,–,None reported,Unknown,42998.0,3,606.25,1,0,0
Ford,Shelby GT500 Base,2022,2050.0,Gasoline,760.0HP 5.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,94999.0,4,410.0,0,0,1
Lincoln,Navigator L Reserve,2019,64855.0,Gasoline,450.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Silver,Beige,None reported,Yes,46995.0,7,8106.875,0,0,1
Mercedes-Benz,EQS 450+ Base,2022,16238.0,Gasoline,329.0HP Electric Motor Electric Fuel System,1-Speed A/T,White,Beige,None reported,Yes,62479.0,4,3247.6,1,0,1
RAM,1500 Laramie,2022,18051.0,Gasoline,5.7L V8 16V MPFI OHV,Automatic,Patriot Blue Pearlcoat,Black,None reported,Yes,47995.0,4,3610.2,0,0,1
Lincoln,Town Car Base,2004,36524.0,Gasoline,239.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,Black,Black,None reported,Yes,14900.0,22,1588.0,0,0,1
Acura,TLX w/A-Spec Package,2022,14896.0,Gasoline,2.0 Liter DOHC Turbo,2,Lunar Silver Metallic,Ebony,None reported,Unknown,39998.0,4,2979.2,0,0,0
